,Unnamed: 0,Unnamed: 0.1,Concert ID,Track,Kriti,Ragam,Composer,Main Artist,Album hrefs,Download URLs
917,1706,58201,10 - C0267 - 264-MDRamanathan-Rad,7,ETi_janmam_idihA_O_rAma,varALi,tyAgarAja,MD Ramanathan,https://www.sangeethamshare.org/vijayagopal/UPLOADS-201-400/264-MDRamanathan-Radio//,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/vijayagopal/UPLOADS-201-400/264-MDRamanathan-Radio/07-Tillana.mp3&amp;url=https://www.sangeethamshare.org/vijayagopal/UPLOADS-201-400/264-MDRamanathan-Radio/
4487,8233,39405,38 - C0040 - 011-RK-MCLUB,2,nI_bhajanagAna_rasikula,nAyaki,tyAgarAja,Ramnad N Krishnan,https://www.sangeethamshare.org/rao_sharath/RK/011-RK-MCLUB/,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/rao_sharath/RK/011-RK-MCLUB/02-nI_bhajanagAna_rasikula-nAyaki.mp3&amp;url=https://www.sangeethamshare.org/rao_sharath/RK/011-RK-MCLUB/
3157,5820,40572,03 - C0076 - 160-TN_sheshagOpAlan,2,telisi_rAma_cintanatO,pUrNacandrikA,tyAgarAja,TN Seshagopalan,https://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-001-300/160-TN_sheshagOpAlan-vocal-TNS_SDS_KKM_WDA-Malaysia-90s//,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/manjunath/Carnatic/Audio/UPLOADS-001-300/160-TN_sheshagOpAlan-vocal-TNS_SDS_KKM_WDA-Malaysia-90s/02-thelisi_rAma_chinthanatho-pUrNachandhrike-Adhi-thyAgarAja.mp3&amp;url=https://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-001-300/160-TN_sheshagOpAlan-vocal-TNS_SDS_KKM_WDA-Malaysia-90s/
3626,6682,27405,33 - C0005 - 05-Santhanam-Detroit,6,raghu_vamsa_sudhAmbudhi,kathanakutUhalam,patnam_subhramanya_iyer,Maharajapuram Santhanam,https://www.sangeethamshare.org/dvprasad/05-Santhanam-Detroit/,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/dvprasad/05-Santhanam-Detroit/06-raghu_vamsa_sudhAmbudhi-kadanakutUhalam.MP3&amp;url=https://www.sangeethamshare.org/dvprasad/05-Santhanam-Detroit/
2949,5329,1441,01 - C6232 - 6080-P_Varamurthy-Na,2,enai_nI_maravAdE,amrutavarSiNi,dandapAni_dEsikar,P Varamurthy,https://www.sangeethamshare.org/tvg/UPLOADS-6001---6200/6080-P_Varamurthy-Nadaswaram//,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-6001---6200/6080-P_Varamurthy-Nadaswaram/02-enai_nI_maravAdE-amrutavarSiNi.mp3&amp;url=https://www.sangeethamshare.org/tvg/UPLOADS-6001---6200/6080-P_Varamurthy-Nadaswaram/
4698,8588,19547,04 - C0022 - 01_Jamshedpur_1976,10,eppO_varuvArO,jOnpuri,gOpalakrishna_bharati,TV Sankaranarayanan,https://www.sangeethamshare.org/ramach/Vocal/07_TVShankaranarayanan/01_Jamshedpur_1976//,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/ramach/Vocal/07_TVShankaranarayanan/01_Jamshedpur_1976/10-eppO_varuvArO-jOnpuri.mp3&amp;url=https://www.sangeethamshare.org/ramach/Vocal/07_TVShankaranarayanan/01_Jamshedpur_1976/
2929,5321,1460,01 - C4459 - 4370-MS_Balasubrahma,4,sarasIruha_nayanE_sarasijAsanE,amrutavarSiNi,tyAgarAja,MS Balasubrahmanya Sarma,https://www.sangeethamshare.org/tvg/UPLOADS-4201---4400/4370-MS_Balasubrahmanya_Sarma-Ragam_24x7//,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-4201---4400/4370-MS_Balasubrahmanya_Sarma-Ragam_24x7/04-sarasIruha_nayanE_sarasijAsanE-amrutavarSiNi.mp3&amp;url=https://www.sangeethamshare.org/tvg/UPLOADS-4201---4400/4370-MS_Balasubrahmanya_Sarma-Ragam_24x7/
4219,7751,43029,14 - C0048 - 049_2010_December14_,4,niravadhi_sukhada_nirmalarUpa,ravicandrikA,tyAgarAja,K Sathyanarayanan,https://www.sangeethamshare.org/sathya/049_2010_December14_SriKrishnaGanaSabha_PAK_Sumesh_Sunil//,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/sathya/049_2010_December14_SriKrishnaGanaSabha_PAK_Sumesh_Sunil/04_NiravathySukatha_Ravichandrika_Adi_Tyagaraja.mp3&amp;url=https://www.sangeethamshare.org/sathya/049_2010_December14_SriKrishnaGanaSabha_PAK_Sumesh_Sunil/
3431,6238,11467,01 - C4400 - 4310-KJ_Yesudas-Raga,1,palumAru_ninne_kOrina-VARNAM,dEvamanOhari,koththavAsal_venkatarAma_iyer,KJ Yesudas,https://www.sangeethamshare.org/tvg/UPLOADS-4201---4400/4310-KJ_Yesudas-Ragam_24x7//,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-4201---4400/4310-KJ_Yesudas-Ragam_24x7/01-palumAru_ninne_kOrina-VARNAM-dEvamanOhari.mp3&amp;url=https://www.sangeethamshare.org/tvg/UPLOADS-4201---4400/4310-KJ_Yesudas-Ragam_24x7/
5468,10057,4669,05 - C0023 - 27-KVN_MSA-1990,6,karuNAnidhiyE_tAyE,bauLi,pApanAsam_sivan,Palghat KV Narayanaswamy,https://www.sangeethamshare.org/sridharan/27-KVN_MSA-1990//,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/sridharan/27-KVN_MSA-1990/06_KarunanidhiyeThaye_Bauli.mp3&amp;url=https://www.sangeethamshare.org/sridharan/27-KVN_MSA-1990/
3255,5984,30848,03 - C1068 - 714-subhAn_kAsim-sub,4,bhOgEndrasAyinaM,kuntalavarALi,swAtitirunAL,"Kasim,Babu",https://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-601-900/714-subhAn_kAsim-subhAn_bAbu-nAgaswaram_duet-USA-2006/,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/manjunath/Carnatic/Audio/UPLOADS-601-900/714-subhAn_kAsim-subhAn_bAbu-nAgaswaram_duet-USA-2006/04-bhOgIndhra_shAyinam-kunthalavarALi-jhampa-swAthi_thirunAL.mp3&amp;url=https://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-601-900/714-subhAn_kAsim-subhAn_bAbu-nAgaswaram_duet-USA-2006/
4311,7936,39616,01 - C2991 - 006-Prema_Rangarajan,1,maNi_noopura_dhaari,nIlAmbari,oothukAdu_venkata_kavi,Prema Rangarajan,https://www.sangeethamshare.org/tvg/SEASON_2012/006-Prema_Rangarajan-AIR_Isai_Vizha_2012//,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/SEASON_2012/006-Prema_Rangarajan-AIR_Isai_Vizha_2012/01-maNi_noopura_dhaari-nIlAmbari.mp3&amp;url=https://www.sangeethamshare.org/tvg/SEASON_2012/006-Prema_Rangarajan-AIR_Isai_Vizha_2012/
1185,2153,51922,03 - C0562 - 318-KS_gOpAlakrishNa,2,gajavadana_karuNA,shrIranjani,pApanAsam_sivan,KS Gopalakrishnan,https://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-301-600/318-KS_gOpAlakrishNan-Flute-Palo_Alto-CA-USA-1996//,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/manjunath/Carnatic/Audio/UPLOADS-301-600/318-KS_gOpAlakrishNan-Flute-Palo_Alto-CA-USA-1996/02-gajavadhanA_karuNA_sadhana-shrIranjani-Adhi-pApanAsham_shivan.mp3&amp;url=https://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-301-600/318-KS_gOpAlakrishNan-Flute-Palo_Alto-CA-USA-1996/
2799,5071,37474,19 - C0090 - 091_Priya_Sisters_08,6,nI_pAdamE_gati_naLinakAntimati,naLinakAnti,GN_bAlasubramanian,Priya Sisters,https://www.sangeethamshare.org/sv/091_Priya_Sisters_08/,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/sv/091_Priya_Sisters_08/06_Nalinakanthimathi.mp3&amp;url=https://www.sangeethamshare.org/sv/091_Priya_Sisters_08/
6442,11762,46163,01 - C0200 - 1305-Vedaranyam_Veda,2,enta_veDukondu_rAghavA,sarasvatimanOhari,tyAgarAja,Vedaranyam Vedamurthy,https://www.sangeethamshare.org/tvg/UPLOADS-1201---1400/1305-Vedaranyam_Vedamurthy-Nadhaswaram-National_Programme//,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-1201---1400/1305-Vedaranyam_Vedamurthy-Nadhaswaram-National_Programme/02-enta_veDukondu_rAghavA-sarasvatimanOhari.mp3&amp;url=https://www.sangeethamshare.org/tvg/UPLOADS-1201---1400/1305-Vedaranyam_Vedamurthy-Nadhaswaram-National_Programme/
3812,7046,34981,01 - C3271 - 3214-T_Rukmini-Violi,2,bhuvanEshwariyA,mOhanakalyANi,muthaiah_bAgavatar,T Rukmini,https://www.sangeethamshare.org/tvg/UPLOADS-3201---3400/3214-T_Rukmini-Violin-TV_Audio//,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-3201---3400/3214-T_Rukmini-Violin-TV_Audio/02-bhuvanEshwariyA-mOhanakalyANi.mp3&amp;url=https://www.sangeethamshare.org/tvg/UPLOADS-3201---3400/3214-T_Rukmini-Violin-TV_Audio/
684,1218,4915,01 - C3580 - 3545-Padma_Sugavanam,2,gaTTiganu_nanu_ceyibaqtti,bEgaDA,tyAgarAja,Padma Sugavanam,https://www.sangeethamshare.org/tvg/UPLOADS-3401---3600/3545-Padma_Sugavanam//,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-3401---3600/3545-Padma_Sugavanam/02-gaTTiganu_nanu_ceyibaqtti-bEgaDA.mp3&amp;url=https://www.sangeethamshare.org/tvg/UPLOADS-3401---3600/3545-Padma_Sugavanam/
3471,6372,33116,01 - c1340 - 0883.T.M.THYAGARAJAN,4,dhanyuDevvaDO,malayamArutam,patnam_subhramanya_iyer,TM Thyagarajan,https://www.sangeethamshare.org/tvg/UPLOADS-0801---1000/0883.T.M.THYAGARAJAN//,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-0801---1000/0883.T.M.THYAGARAJAN/04-dhanyuDevvaDO-malayamArutam.mp3&amp;url=https://www.sangeethamshare.org/tvg/UPLOADS-0801---1000/0883.T.M.THYAGARAJAN/
2131,3894,320,22 - C0041 - 041_BMK_The-Glory-of,11,nagumOmu_ganalEni,AbhEri,tyAgarAja,M BalamuraliKrishna,https://www.sangeethamshare.org/sreenivasa/Dr_M_Balamurali_Krishna/041_BMK_The-Glory-of-Abheri-Over-the-Times_1960-to-1980_8H-21-Min/,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/sreenivasa/Dr_M_Balamurali_Krishna/041_BMK_The-Glory-of-Abheri-Over-the-Times_1960-to-1980_8H-21-Min/11_Nagumomu_Abheri_Adi_Thyagaraja_1980c.mp3&amp;url=https://www.sangeethamshare.org/sreenivasa/Dr_M_Balamurali_Krishna/041_BMK_The-Glory-of-Abheri-Over-the-Times_1960-to-1980_8H-21-Min/
3151,5805,40597,10 - C0114 - 110-Adhyatma_Ramayan,3,telisi_rAma_cintanatO,pUrNacandrikA,tyAgarAja,---,https://www.sangeethamshare.org/vijayagopal/UPLOADS-001-200/110-Adhyatma_Ramayanam-Balakanda//,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/vijayagopal/UPLOADS-001-200/110-Adhyatma_Ramayanam-Balakanda/03-Madhava_Charanaravinda.mp3&amp;url=https://www.sangeethamshare.org/vijayagopal/UPLOADS-001-200/110-Adhyatma_Ramayanam-Balakanda/
1495,2683,30473,02 - C0473 - 489_RK_Srikantan_tOD,10,rAgam_tAnam_pallavi,kIravANi,Own/Others,RK Srikantan,https://www.sangeethamshare.org/kasturi/UPLOADS-0401-0600/489_RK_Srikantan_tODi_kIravANi/,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/kasturi/UPLOADS-0401-0600/489_RK_Srikantan_tODi_kIravANi/10_rAgam_tAnam_pallavi_kIravANi_part1.mp3&amp;url=https://www.sangeethamshare.org/kasturi/UPLOADS-0401-0600/489_RK_Srikantan_tODi_kIravANi/
147,185,46744,03 - C0395 - 254-DK_jayarAman-voc,17,nI_nAma_rUpamulaku_nitya,saurAshtram,tyAgarAja,DK Jayaraman,https://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-001-300/254-DK_jayarAman-vocal-DKJ_TR_JV-Pittsburg_PA-USA-1986//,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/manjunath/Carnatic/Audio/UPLOADS-001-300/254-DK_jayarAman-vocal-DKJ_TR_JV-Pittsburg_PA-USA-1986/17-nI_nAma_rUpamulaku-mangaLa-sourAshtra-Adhi-thyAgarAja.mp3&amp;url=https://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-001-300/254-DK_jayarAman-vocal-DKJ_TR_JV-Pittsburg_PA-USA-1986/
1662,3065,426,01 - C1661 - 1735-Seetha_Narayana,1,evari_bOdhanavini-VARNAM,Abhogi,patnam_subhramanya_iyer,Seetha Narayanan,https://www.sangeethamshare.org/tvg/UPLOADS-1601---1800/1735-Seetha_Narayanan//,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-1601---1800/1735-Seetha_Narayanan/01-Evari_bodhana-abhogi-patnam_subramania_iyer.mp3&amp;url=https://www.sangeethamshare.org/tvg/UPLOADS-1601---1800/1735-Seetha_Narayanan/
5320,9734,26777,01 - C6048 - 27-S_Sowmya,1,sarasa_sAma_dAna,kApinArAyaNi,tyAgarAja,S Sowmya,https://www.sangeethamshare.org/tvg/SEASON_2018/27-S_Sowmya//,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/SEASON_2018/27-S_Sowmya/01-sarasa_sAma_dAna-kApinArAyaNi.mp3&amp;url=https://www.sangeethamshare.org/tvg/SEASON_2018/27-S_Sowmya/
2578,4759,44878,01 - C3901 - 3838-Radha-Jayalaksh,6,annapUrNE_vishAlAkSi,sAma,m_dIkshitar,"Radha,Jayalakshmi",https://www.sangeethamshare.org/tvg/UPLOADS-3801---4000/3838-Radha-Jayalakshmi//,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-3801---4000/3838-Radha-Jayalakshmi/06-annapUrNE_vishAlAkSi-sAma.mp3&amp;url=https://www.sangeethamshare.org/tvg/UPLOADS-3801---4000/3838-Radha-Jayalakshmi/
559,1103,32777,06 - C0767 - 0869_Ms.AnuradhaKris,4,sharavanabhava_guhanE,madhyamAvati,pApanAsam_sivan,Anuradha Krishnamurthy,https://www.sangeethamshare.org/svasu/UPLOADS-0801-1000/0869_Ms.AnuradhaKrishnamurthy/,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/svasu/UPLOADS-0801-1000/0869_Ms.AnuradhaKrishnamurthy/04-sharavanabhava_guhanE-madhyamAvati.mp3&amp;url=https://www.sangeethamshare.org/svasu/UPLOADS-0801-1000/0869_Ms.AnuradhaKrishnamurthy/
2211,4034,38967,08 - C0041 - 48-MSG-Dorai-1979,8,rAgam_tAnam_pallavi,nATTakurinji,Own/Others,MS Gopalakrishnan,https://www.sangeethamshare.org/kl/48-MSG-Dorai-1979/,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/kl/48-MSG-Dorai-1979/08-rAgam_tAnam_pallavi-nATTakurinji.mp3&amp;url=https://www.sangeethamshare.org/kl/48-MSG-Dorai-1979/
2224,4104,38681,15 - C0338 - 334-Madurai_Mani_Iye,2,budhamAshrayAmi_satatam,nATTakurinji,m_dIkshitar,Madurai Mani Iyer,https://www.sangeethamshare.org/muralidaran/Uploads-301-400/334-Madurai_Mani_Iyer-Live_Concert-21//,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/muralidaran/Uploads-301-400/334-Madurai_Mani_Iyer-Live_Concert-21/02-budhamAshrayAmi_satatam-nATTakurinji.mp3&amp;url=https://www.sangeethamshare.org/muralidaran/Uploads-301-400/334-Madurai_Mani_Iyer-Live_Concert-21/
1121,2019,25304,34 - c0031 - LGJ-07,21,tillAnA,kAnaDA,lAlgudi_jayarAman,Lalgudi Jayaraman,https://www.sangeethamshare.org/ksomu/Carnatic_Instrumental/Lalgudi.G.Jayaraman-Violin/LGJ-07/,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/ksomu/Carnatic_Instrumental/Lalgudi.G.Jayaraman-Violin/LGJ-07/021-tillAnA-kAnaDA.mp3&amp;url=https://www.sangeethamshare.org/ksomu/Carnatic_Instrumental/Lalgudi.G.Jayaraman-Violin/LGJ-07/
1369,2491,16810,57 - C0353 - 353-Trichur_Ramachan,3,dinamaNi_vamsha_tilaka,harikAmbhOji,tyAgarAja,Trichur V Ramachandran,https://www.sangeethamshare.org/sreekanth/353-Trichur_Ramachandran-Live_Concert1//,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/sreekanth/353-Trichur_Ramachandran-Live_Concert1/03-dinamaNi_vamsha_tilaka-harikAmbhOji.MP3&amp;url=https://www.sangeethamshare.org/sreekanth/353-Trichur_Ramachandran-Live_Concert1/
2177,3994,45824,07 - C0047 - 01_T.V.S.,2,varadarAjam_upAsmahE,sAranga,m_dIkshitar,TV Sankaranarayanan,https://www.sangeethamshare.org/nagarajan/T.V.SANKARANARAYANAN/01_T.V.S.//,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/nagarajan/T.V.SANKARANARAYANAN/01_T.V.S./002-varadarAjam_upAsmahE-sAranga.mp3&amp;url=https://www.sangeethamshare.org/nagarajan/T.V.SANKARANARAYANAN/01_T.V.S./
2396,4374,44709,01 - C5781 - 5659-MSN_Murthy-Thya,5,vandanamu_raghu_nandanA,sahAna,tyAgarAja,MSN Murthy,https://www.sangeethamshare.org/tvg/UPLOADS-5601---5800/5659-MSN_Murthy-Thyagaraja_Composition-Ragam_24x7//,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-5601---5800/5659-MSN_Murthy-Thyagaraja_Composition-Ragam_24x7/05-vandanamu_raghu_nandanA-sahAna-tyAgarAja.mp3&amp;url=https://www.sangeethamshare.org/tvg/UPLOADS-5601---5800/5659-MSN_Murthy-Thyagaraja_Composition-Ragam_24x7/
217,386,7182,07 - C0038 - 03-Nedhanuri-Krishna,2,upacAramu_jEsE_vArunnarAni,bhairavi,tyAgarAja,Nedunuri Krishnamurthy,https://www.sangeethamshare.org/nagarajan/Nedhanuri-Krishnamurthy/03-Nedhanuri-Krishnamurthy//,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/nagarajan/Nedhanuri-Krishnamurthy/03-Nedhanuri-Krishnamurthy/02-upacAramu_jEsE_vArunnarAni-bhairavi.mp3&amp;url=https://www.sangeethamshare.org/nagarajan/Nedhanuri-Krishnamurthy/03-Nedhanuri-Krishnamurthy/
2241,4042,38760,01 - C3146 - 3135-Amrutha_Venkate,2,mAmava_sadA_varadE,nATTakurinji,swAtitirunAL,Amrutha Venkatesh,https://www.sangeethamshare.org/tvg/UPLOADS-3001---3200/3135-Amrutha_Venkatesh-SS_2013//,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-3001---3200/3135-Amrutha_Venkatesh-SS_2013/02-mAmava_sadA_varadE-nATTakurinji.mp3&amp;url=https://www.sangeethamshare.org/tvg/UPLOADS-3001---3200/3135-Amrutha_Venkatesh-SS_2013/
4174,7668,27916,02 - C0408 - 422_Bombay_Sisters,3,Ananda_naTana_prakAsham,kEdAram,m_dIkshitar,Bombay Sisters,https://www.sangeethamshare.org/kasturi/UPLOADS-0401-0600/422_Bombay_Sisters/,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/kasturi/UPLOADS-0401-0600/422_Bombay_Sisters/03_Ananda_naTana_prakAsham_kEdAra_muttuswAmi_dhIkshitar.mp3&amp;url=https://www.sangeethamshare.org/kasturi/UPLOADS-0401-0600/422_Bombay_Sisters/
532,987,41732,01 - C1026 - 540.RADHA-JAYALAKSHM,3,paripUrNa_kAma_bhAvamuna,pUrvikalyANi,tyAgarAja,"Radha,Jayalakshmi",https://www.sangeethamshare.org/tvg/UPLOADS-0401---0600/540.RADHA-JAYALAKSHMI//,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-0401---0600/540.RADHA-JAYALAKSHMI/03-paripUrNa_kAma_bhAvamuna-pUrvikalyANi.mp3&amp;url=https://www.sangeethamshare.org/tvg/UPLOADS-0401---0600/540.RADHA-JAYALAKSHMI/
5855,10775,22122,01 - C0160 - 1259-B_N_Suresh_Flut,4,kanjadaLAya_tAkSi_kAmAkSi,kamalamanOhari,m_dIkshitar,BN Suresh,https://www.sangeethamshare.org/tvg/UPLOADS-1201---1400/1259-B_N_Suresh_Flute-FM_Amrithavarshini/,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-1201---1400/1259-B_N_Suresh_Flute-FM_Amrithavarshini/04-kanjadaLAya_tAkSi_kAmAkSi-kamalamanOhari.mp3&amp;url=https://www.sangeethamshare.org/tvg/UPLOADS-1201---1400/1259-B_N_Suresh_Flute-FM_Amrithavarshini/
4614,8472,31117,01 - C0167 - 1269-N_Ravikiran-Chi,2,hiraNmayIm_lakSmIm_sadA_bhajAmi,lalitA,m_dIkshitar,N Ravikiran,https://www.sangeethamshare.org/tvg/UPLOADS-1201---1400/1269-N_Ravikiran-Chithra_Veena/,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-1201---1400/1269-N_Ravikiran-Chithra_Veena/02-hiraNmayIm_lakSmIm_sadA-lalitA.mp3&amp;url=https://www.sangeethamshare.org/tvg/UPLOADS-1201---1400/1269-N_Ravikiran-Chithra_Veena/
2378,4388,44624,01 - C0186 - 1290-Vijayalakshmi_S,2,shrI_kamalAmbikAyAm,sahAna,m_dIkshitar,Vijayalakshmy Subramaniam,https://www.sangeethamshare.org/tvg/UPLOADS-1201---1400/1290-Vijayalakshmi_Subramanyam-Navamanimalai/,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-1201---1400/1290-Vijayalakshmi_Subramanyam-Navamanimalai/02-shrI_kamalAmbikAyAm-shahAna.mp3&amp;url=https://www.sangeethamshare.org/tvg/UPLOADS-1201---1400/1290-Vijayalakshmi_Subramanyam-Navamanimalai/
388,721,22580,02 - C0360 - 374_Voleti_Venkatesh,4,ninnE_nera_namminAnurA,kAmavardhini,tyAgarAja,Voleti Venkateswarulu,https://www.sangeethamshare.org/kasturi/UPLOADS-0201-0400/374_Voleti_Venkateshwarulu_AR_DRR_Udupi/,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/kasturi/UPLOADS-0201-0400/374_Voleti_Venkateshwarulu_AR_DRR_Udupi/04_Alapana_kAmavardani.mp3&amp;url=https://www.sangeethamshare.org/kasturi/UPLOADS-0201-0400/374_Voleti_Venkateshwarulu_AR_DRR_Udupi/
6247,11350,33471,03 - C0005 - 230-SP_rAmh-vocal-SP,17,tillAnA,mAND,lAlgudi_jayarAman,SP Ramh,https://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-001-300/230-SP_rAmh-vocal-SPR_VR_PR-Dallas_TX-USA-1998//,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/manjunath/Carnatic/Audio/UPLOADS-001-300/230-SP_rAmh-vocal-SPR_VR_PR-Dallas_TX-USA-1998/17-thillAna-mAnd-Adhi-lAlgudi_jayarAman.mp3&amp;url=https://www.sangeethamshare.org/manjunath/Carnatic/Audio/UPLOADS-001-300/230-SP_rAmh-vocal-SPR_VR_PR-Dallas_TX-USA-1998/
6438,11777,46256,09 - C0055 - DKP--004--Dikshitar-,8,sarasvatimanOhari_shankari,sarasvatimanOhari,m_dIkshitar,DK Pattammal,https://www.sangeethamshare.org/ksj/D-K-Pattammal/DKP--004--Dikshitar-Day-/,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/ksj/D-K-Pattammal/DKP--004--Dikshitar-Day-/DKP-08---Saraswati-Manohari---SaraswatiManohari.mp3&amp;url=https://www.sangeethamshare.org/ksj/D-K-Pattammal/DKP--004--Dikshitar-Day-/
3343,6090,39048,01 - C0185 - 1289-P_Unnikrishnan-,5,nAnoru_viLayATTu,navarasakannaDa,pApanAsam_sivan,P Unnikrishnan,https://www.sangeethamshare.org/tvg/UPLOADS-1201---1400/1289-P_Unnikrishnan-Navarathnamalai/,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-1201---1400/1289-P_Unnikrishnan-Navarathnamalai/05-nAnoru_viLayATTu-navarasakannaDa.mp3&amp;url=https://www.sangeethamshare.org/tvg/UPLOADS-1201---1400/1289-P_Unnikrishnan-Navarathnamalai/
1326,2425,37947,01 - C3545 - 3508-JT_Jayarajkrish,2,mahA_gaNapatim_manasA_smarAmi,nATa,m_dIkshitar,JT Jayaraj Krishnan,https://www.sangeethamshare.org/tvg/UPLOADS-3401---3600/3508-JT_Jayarajkrishnan-Jayashree_Jayarajkrishnan-Veena_Duet//,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/tvg/UPLOADS-3401---3600/3508-JT_Jayarajkrishnan-Jayashree_Jayarajkrishnan-Veena_Duet/02-mahA_gaNapatim_manasA_smarAmi-nATa.mp3&amp;url=https://www.sangeethamshare.org/tvg/UPLOADS-3401---3600/3508-JT_Jayarajkrishnan-Jayashree_Jayarajkrishnan-Veena_Duet/
3970,7275,18352,25 - C0003 - SSI_LGJ,11,Emani_vEgintunE_shrIrAmA,husEni,tyAgarAja,Semmangudi Srinivasa Iyer,https://www.sangeethamshare.org/gvr/SSI_Concerts/SSI_LGJ/,https://www.sangeethamshare.org/fstream.php?file=/home/data/www.sangeethamshare.org/public_html/gvr/SSI_Concerts/SSI_LGJ/11-Emani_vEgintunE_shrIrAmA-husEni.mp3&amp;url=https://www.sangeethamshare.org/gvr/SSI_Concerts/SSI_LGJ/
